OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,capacity,lat,lon,name,short_name,station_id,DDLat,DDLon,ORIG_OID,OBJECTID_1,Shape_Leng,zone,LocationID,borough,taxi_R_OBJECTID,taxi_R_tz,taxi_R_total,taxi_R_male,taxi_R_age_under_29,taxi_R_age_30_54,taxi_R_age_55_over,taxi_R_white,taxi_R_black,taxi_R_asian,taxi_R_others,taxi_R_two_or_more,taxi_R_less_high_school,taxi_R_high_school,taxi_R_college,taxi_R_bachelor,taxi_W_OBJECTID,taxi_W_tz,taxi_W_total,taxi_W_male,taxi_W_age_under_29,taxi_W_age_30_54,taxi_W_age_55_over,taxi_W_white,taxi_W_black,taxi_W_asian,taxi_W_others,taxi_W_two_or_more,taxi_W_less_high_school,taxi_W_high_school,taxi_W_college,taxi_W_bachelor,nyu_2451_34513_statefp,nyu_2451_34513_countyfp,nyu_2451_34513_tractce,nyu_2451_34513_geoid,nyu_2451_34513_name,nyu_2451_34513_namelsad,nyu_2451_34513_mtfcc,nyu_2451_34513_funcstat,nyu_2451_34513_aland,nyu_2451_34513_awater,nyu_2451_34513_intptlat,nyu_2451_34513_intptlon,nyu_2451_34513_ct,census_csv_CensusTract,census_csv_County,census_csv_Borough,census_csv_Income,census_csv_IncomePerCap,census_csv_Drive,census_csv_Carpool,census_csv_Transit,census_csv_Walk,census_csv_OtherTransp,census_csv_WorkAtHome,census_csv_MeanCommute,census_csv_Employed,census_csv_PrivateWork,census_csv_PublicWork,census_csv_SelfEmployed,census_csv_FamilyWork,census_csv_Unemployment
380,1,380,1,380,42,40.768736869999998,-73.961199449999995,3 Ave & E 71 St,6960.100000000000364,3152,40.76874514N,073.96120089W,380,141,0.041514463871200,Lenox Hill West,141,Manhattan,139,141,19700,0.452182741116751,0.232538071065990,0.569695431472081,0.197766497461929,0.853908629441624,0.040558375634518,0.089340101522843,0.004670050761421,0.011522842639594,0.055583756345178,0.123908629441624,0.190152284263959,0.397817258883249,135,141,15244,0.500918394122278,0.243833639464707,0.533193387562320,0.222972972972973,0.698045132511152,0.168197323537129,0.111912883757544,0.007478352138546,0.014366308055628,0.114602466544214,0.172986092889006,0.215363421674101,0.253214379427972,36,061,012600,36061012600,126,Census Tract 126,G5020,S,183654,0,+40.7684666,-073.9585262,36061012600.000000000000000,36061012600.000000000000000,New York,Manhattan,112614,109141,5.700000000000000,0.800000000000000,43.700000000000003,31.100000000000001,8.800000000000001,9.800000000000001,34.899999999999999,0.641425927000000,90.400000000000006,3.900000000000000,5.700000000000000,0.000000000000000,2.300000000000000
381,1,381,1,381,37,40.768175467422452,-73.959102630615234,E 71 St & 2 Ave,6925.079999999999927,3153,40.76818374N,073.95910407W,381,141,0.041514463871200,Lenox Hill West,141,Manhattan,139,141,19700,0.452182741116751,0.232538071065990,0.569695431472081,0.197766497461929,0.853908629441624,0.040558375634518,0.089340101522843,0.004670050761421,0.011522842639594,0.055583756345178,0.123908629441624,0.190152284263959,0.397817258883249,135,141,15244,0.500918394122278,0.243833639464707,0.533193387562320,0.222972972972973,0.698045132511152,0.168197323537129,0.111912883757544,0.007478352138546,0.014366308055628,0.114602466544214,0.172986092889006,0.215363421674101,0.253214379427972,36,061,012600,36061012600,126,Census Tract 126,G5020,S,183654,0,+40.7684666,-073.9585262,36061012600.000000000000000,36061012600.000000000000000,New York,Manhattan,112614,109141,5.700000000000000,0.800000000000000,43.700000000000003,31.100000000000001,8.800000000000001,9.800000000000001,34.899999999999999,0.641425927000000,90.400000000000006,3.900000000000000,5.700000000000000,0.000000000000000,2.300000000000000
382,1,382,1,382,31,40.773142360000001,-73.958561579999994,E 77 St & 3 Ave,7092.060000000000400,3154,40.77315063N,073.95856302W,382,236,0.044251922309900,Upper East Side North,236,Manhattan,234,236,17059,0.504132715868457,0.188991148367431,0.530804853742892,0.280203997889677,0.858549739140630,0.043320241514743,0.079430212790902,0.005217187408406,0.013482619145319,0.059733864822088,0.129022803212381,0.205756492174219,0.416495691423882,230,236,23596,0.459230378030175,0.210459399898288,0.529581284963553,0.259959315138159,0.737964061705374,0.142651296829971,0.095778945583997,0.005933209018478,0.017672486862180,0.113154771995253,0.168799796575691,0.223215799288015,0.284370232242753,36,061,014000,36061014000,140,Census Tract 140,G5020,S,179108,0,+40.7759141,-073.9582100,36061014000.000000000000000,36061014000.000000000000000,New York,Manhattan,137700,141682,8.699999999999999,1.100000000000000,61.200000000000003,11.600000000000000,8.500000000000000,8.900000000000000,26.800000000000001,0.557424065000000,92.500000000000000,2.900000000000000,4.600000000000000,0.000000000000000,5.500000000000000
383,1,383,1,383,39,40.764400230000000,-73.966489769999995,Lexington Ave & E 63 St,6830.079999999999927,3155,40.76440850N,073.96649121W,383,237,0.042212600338800,Upper East Side South,237,Manhattan,235,237,8327,0.511708898763060,0.174972979464393,0.516512549537649,0.308514470997958,0.850246187102198,0.049477602978263,0.078419598895160,0.006124654737601,0.015731956286778,0.068452023537889,0.134021856611024,0.205716344421761,0.416836795964933,231,237,43818,0.454927198868045,0.232917978912776,0.539618421653202,0.227463599434023,0.716554840476517,0.159432196814095,0.099365557533434,0.008192980053859,0.016454425122096,0.103564745081930,0.159203980099502,0.220525811310420,0.283787484595372,36,061,011402,36061011402,114.02,Census Tract 114.02,G5020,S,98799,0,+40.7634831,-073.9672789,36061011402.000000000000000,36061011402.000000000000000,New York,Manhattan,151131,140227,10.400000000000000,0.300000000000000,39.100000000000001,31.600000000000001,9.500000000000000,9.100000000000000,23.399999999999999,0.525799574000000,82.599999999999994,7.200000000000000,9.000000000000000,1.100000000000000,5.700000000000000
384,1,384,1,384,37,40.766638139999998,-73.953482960000002,E 72 St & York Ave,6889.119999999999891,3156,40.76664641N,073.95348439W,384,140,0.047584291132500,Lenox Hill East,140,Manhattan,138,140,14754,0.462654195472414,0.238104920699471,0.578826081062763,0.183068998237766,0.801003117798563,0.052867019113461,0.124373051375898,0.005083367222448,0.016673444489630,0.061881523654602,0.121458587501694,0.192761285075234,0.385793683068998,134,140,40379,0.374922608286486,0.177295128655985,0.593229153768048,0.229475717575968,0.579756804279452,0.244557814705664,0.148889274127641,0.007949676812204,0.018846430075039,0.085217563585032,0.144926818395701,0.246885757448179,0.345674731915104,36,061,012400,36061012400,124,Census Tract 124,G5020,S,179281,58887,+40.7660368,-073.9528710,36061012400.000000000000000,36061012400.000000000000000,New York,Manhattan,117225,95690,5.500000000000000,2.600000000000000,45.799999999999997,29.100000000000001,13.300000000000001,3.700000000000000,28.199999999999999,0.574601038000000,89.599999999999994,6.600000000000000,3.800000000000000,0.000000000000000,1.900000000000000
385,1,385,1,385,27,40.775186150000003,-73.944460539999994,East End Ave & E 86 St,7113.079999999999927,3157,40.77519442N,073.94446197W,385,262,0.049063623154100,Yorkville East,262,Manhattan,260,262,16665,0.455565556555656,0.224962496249625,0.549834983498350,0.225202520252025,0.828142814281428,0.067626762676268,0.085628562856286,0.005820582058206,0.012781278127813,0.061506150615062,0.127392739273927,0.201200120012001,0.384938493849385,256,262,8109,0.497965223825379,0.262424466642003,0.507707485509927,0.229868047848070,0.678752003946233,0.199408065112838,0.093969663337033,0.008879023307436,0.018991244296461,0.120976692563818,0.169688000986558,0.207423850043162,0.239486989764459,36,061,014402,36061014402,144.02,Census Tract 144.02,G5020,S,173573,0,+40.7762339,-073.9453767,36061014402.000000000000000,36061014402.000000000000000,New York,Manhattan,117656,101680,9.699999999999999,1.400000000000000,58.799999999999997,11.800000000000001,7.200000000000000,11.100000000000000,33.899999999999999,0.569641694000000,84.700000000000003,6.000000000000000,9.300000000000001,0.000000000000000,3.800000000000000
386,1,386,1,386,31,40.771638510000002,-73.982614280000007,W 63 St & Broadway,7052.010000000000218,3158,40.77164678N,073.98261572W,386,142,0.038175894232100,Lincoln Square East,142,Manhattan,140,142,14612,0.498494388174103,0.179441554886395,0.599028196003285,0.221530249110320,0.825349028196003,0.052354229400493,0.103271283876266,0.005201204489461,0.013824254037777,0.062961949082946,0.130166986038872,0.205516014234875,0.421913495756912,136,142,48498,0.495917357416801,0.230133201369129,0.552826920697761,0.217039877933111,0.689636686048909,0.194420388469628,0.089034599364922,0.007443605921894,0.019464720194647,0.089343890469710,0.142851251598004,0.218173945317333,0.319497711245825,36,061,014900,36061014900,149,Census Tract 149,G5020,S,174055,0,+40.7723543,-073.9824834,36061014900.000000000000000,36061014900.000000000000000,New York,Manhattan,154972,138838,10.699999999999999,3.800000000000000,46.600000000000001,24.300000000000001,7.000000000000000,7.600000000000000,27.899999999999999,0.545837546000000,89.099999999999994,5.300000000000000,5.600000000000000,0.000000000000000,4.300000000000000
387,1,387,1,387,31,40.774925130000000,-73.982665659999995,W 67 St & Broadway,7116.039999999999964,3159,40.77493340N,073.98266710W,387,142,0.038175894232100,Lincoln Square East,142,Manhattan,140,142,14612,0.498494388174103,0.179441554886395,0.599028196003285,0.221530249110320,0.825349028196003,0.052354229400493,0.103271283876266,0.005201204489461,0.013824254037777,0.062961949082946,0.130166986038872,0.205516014234875,0.421913495756912,136,142,48498,0.495917357416801,0.230133201369129,0.552826920697761,0.217039877933111,0.689636686048909,0.194420388469628,0.089034599364922,0.007443605921894,0.019464720194647,0.089343890469710,0.142851251598004,0.218173945317333,0.319497711245825,36,061,015300,36061015300,153,Census Tract 153,G5020,S,174116,0,+40.7748578,-073.9806658,36061015300.000000000000000,36061015300.000000000000000,New York,Manhattan,140083,117172,3.200000000000000,1.500000000000000,53.000000000000000,23.399999999999999,12.300000000000001,6.600000000000000,25.399999999999999,0.574909169000000,82.799999999999997,5.200000000000000,12.000000000000000,0.000000000000000,6.100000000000000
388,1,388,1,388,39,40.778967840000000,-73.973747369999998,Central Park West & W 76 St,7253.039999999999964,3160,40.77897611N,073.97374881W,388,43,0.099738618357600,Central Park,43,Manhattan,42,43,182,0.510989010989011,0.274725274725275,0.505494505494505,0.219780219780220,0.560439560439560,0.230769230769231,0.126373626373626,0.027472527472527,0.054945054945055,0.082417582417582,0.148351648351648,0.236263736263736,0.258241758241758,41,43,2941,0.477388643318599,0.183951037062224,0.590615436926216,0.225433526011561,0.657939476368582,0.245494729683781,0.073104386263176,0.004760285617137,0.018701122067324,0.098945936756205,0.168310098605916,0.243794627677661,0.304998299897994,36,061,014300,36061014300,143,Census Tract 143,G5020,S,2958772,599998,+40.7814695,-073.9667842,36061014300.000000000000000,36061014300.000000000000000,New York,Manhattan,,2980,,,,,,,,0.000000000000000,,,,,100.000000000000000
389,1,389,1,389,59,40.780183972423899,-73.977285325527191,W 76 St & Columbus Ave,7281.090000000000146,3161,40.78019224N,073.97728677W,389,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,016100,36061016100,161,Census Tract 161,G5020,S,155741,0,+40.7799492,-073.9771934,36061016100.000000000000000,36061016100.000000000000000,New York,Manhattan,126727,127463,6.000000000000000,1.200000000000000,65.299999999999997,15.300000000000001,8.300000000000001,3.900000000000000,29.500000000000000,0.680239134000000,84.799999999999997,8.300000000000001,7.000000000000000,0.000000000000000,4.100000000000000
390,1,390,1,390,39,40.783399809999999,-73.980931330000004,W 78 St & Broadway,7311.069999999999709,3162,40.78340808N,073.98093277W,390,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,016700,36061016700,167,Census Tract 167,G5020,S,196501,141457,+40.7864633,-073.9835804,36061016700.000000000000000,36061016700.000000000000000,New York,Manhattan,113276,119661,3.000000000000000,2.200000000000000,67.700000000000003,11.600000000000000,5.100000000000000,10.400000000000000,26.699999999999999,0.583178726000000,80.799999999999997,4.500000000000000,14.400000000000000,0.400000000000000,4.100000000000000
391,1,391,1,391,43,40.773406600000001,-73.977825420000002,Central Park West & W 68 St,7079.060000000000400,3163,40.77341487N,073.97782686W,391,43,0.099738618357600,Central Park,43,Manhattan,42,43,182,0.510989010989011,0.274725274725275,0.505494505494505,0.219780219780220,0.560439560439560,0.230769230769231,0.126373626373626,0.027472527472527,0.054945054945055,0.082417582417582,0.148351648351648,0.236263736263736,0.258241758241758,41,43,2941,0.477388643318599,0.183951037062224,0.590615436926216,0.225433526011561,0.657939476368582,0.245494729683781,0.073104386263176,0.004760285617137,0.018701122067324,0.098945936756205,0.168310098605916,0.243794627677661,0.304998299897994,36,061,014300,36061014300,143,Census Tract 143,G5020,S,2958772,599998,+40.7814695,-073.9667842,36061014300.000000000000000,36061014300.000000000000000,New York,Manhattan,,2980,,,,,,,,0.000000000000000,,,,,100.000000000000000
392,1,392,1,392,67,40.777057499999998,-73.978984749999995,Columbus Ave & W 72 St,7175.050000000000182,3164,40.77706577N,073.97898619W,392,142,0.038175894232100,Lincoln Square East,142,Manhattan,140,142,14612,0.498494388174103,0.179441554886395,0.599028196003285,0.221530249110320,0.825349028196003,0.052354229400493,0.103271283876266,0.005201204489461,0.013824254037777,0.062961949082946,0.130166986038872,0.205516014234875,0.421913495756912,136,142,48498,0.495917357416801,0.230133201369129,0.552826920697761,0.217039877933111,0.689636686048909,0.194420388469628,0.089034599364922,0.007443605921894,0.019464720194647,0.089343890469710,0.142851251598004,0.218173945317333,0.319497711245825,36,061,015700,36061015700,157,Census Tract 157,G5020,S,182396,0,+40.7774175,-073.9787896,36061015700.000000000000000,36061015700.000000000000000,New York,Manhattan,122734,95542,3.700000000000000,2.000000000000000,63.899999999999999,14.800000000000001,2.800000000000000,12.800000000000001,28.300000000000001,0.668627245000000,84.099999999999994,4.100000000000000,11.900000000000000,0.000000000000000,3.700000000000000
393,1,393,1,393,51,40.775793766836657,-73.976205736398711,Central Park West & W 72 St,7141.069999999999709,3165,40.77580204N,073.97620718W,393,43,0.099738618357600,Central Park,43,Manhattan,42,43,182,0.510989010989011,0.274725274725275,0.505494505494505,0.219780219780220,0.560439560439560,0.230769230769231,0.126373626373626,0.027472527472527,0.054945054945055,0.082417582417582,0.148351648351648,0.236263736263736,0.258241758241758,41,43,2941,0.477388643318599,0.183951037062224,0.590615436926216,0.225433526011561,0.657939476368582,0.245494729683781,0.073104386263176,0.004760285617137,0.018701122067324,0.098945936756205,0.168310098605916,0.243794627677661,0.304998299897994,36,061,014300,36061014300,143,Census Tract 143,G5020,S,2958772,599998,+40.7814695,-073.9667842,36061014300.000000000000000,36061014300.000000000000000,New York,Manhattan,,2980,,,,,,,,0.000000000000000,,,,,100.000000000000000
394,1,394,1,394,41,40.780577990103346,-73.985624313354478,Riverside Dr & W 72 St,7288.039999999999964,3166,40.78058626N,073.98562576W,394,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,016300,36061016300,163,Census Tract 163,G5020,S,263128,352996,+40.7835282,-073.9860998,36061016300.000000000000000,36061016300.000000000000000,New York,Manhattan,109971,109915,3.800000000000000,0.000000000000000,71.000000000000000,11.400000000000000,4.900000000000000,8.900000000000000,29.100000000000001,0.537952401000000,85.000000000000000,5.800000000000000,9.300000000000001,0.000000000000000,4.300000000000000
395,1,395,1,395,55,40.779668090073116,-73.980930447578416,Amsterdam Ave & W 73 St,7260.090000000000146,3167,40.77967636N,073.98093189W,395,143,0.054179853884900,Lincoln Square West,143,Manhattan,141,143,14627,0.481643535926711,0.174676967252342,0.600943460723320,0.224379572024339,0.756546113352020,0.093252204826690,0.128529431872564,0.005127503931086,0.016544746017639,0.072263622068777,0.135639570657004,0.212552129623299,0.404867710398578,137,143,8092,0.493821057834899,0.273356401384083,0.515323776569451,0.211319822046466,0.669920909540287,0.227385071675729,0.080696984676223,0.006178942165101,0.015818091942659,0.115175481957489,0.172516065249629,0.202174987642116,0.236777063766683,36,061,015900,36061015900,159,Census Tract 159,G5020,S,175898,110770,+40.7803844,-073.9870937,36061015900.000000000000000,36061015900.000000000000000,New York,Manhattan,117900,105968,2.900000000000000,1.500000000000000,73.200000000000003,7.900000000000000,5.400000000000000,9.100000000000000,30.100000000000001,0.697807018000000,86.200000000000003,6.400000000000000,7.400000000000000,0.000000000000000,1.300000000000000
396,1,396,1,396,31,40.784726749999997,-73.969617150000005,Central Park West & W 85 St,7354.020000000000437,3168,40.78473502N,073.96961859W,396,43,0.099738618357600,Central Park,43,Manhattan,42,43,182,0.510989010989011,0.274725274725275,0.505494505494505,0.219780219780220,0.560439560439560,0.230769230769231,0.126373626373626,0.027472527472527,0.054945054945055,0.082417582417582,0.148351648351648,0.236263736263736,0.258241758241758,41,43,2941,0.477388643318599,0.183951037062224,0.590615436926216,0.225433526011561,0.657939476368582,0.245494729683781,0.073104386263176,0.004760285617137,0.018701122067324,0.098945936756205,0.168310098605916,0.243794627677661,0.304998299897994,36,061,014300,36061014300,143,Census Tract 143,G5020,S,2958772,599998,+40.7814695,-073.9667842,36061014300.000000000000000,36061014300.000000000000000,New York,Manhattan,,2980,,,,,,,,0.000000000000000,,,,,100.000000000000000
397,1,397,1,397,39,40.787208690000000,-73.981281269999997,Riverside Dr & W 82 St,7388.100000000000364,3169,40.78721696N,073.98128272W,397,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,017100,36061017100,171,Census Tract 171,G5020,S,218143,194050,+40.7888138,-073.9827681,36061017100.000000000000000,36061017100.000000000000000,New York,Manhattan,115331,108407,4.500000000000000,2.100000000000000,77.700000000000003,6.200000000000000,2.600000000000000,7.000000000000000,30.600000000000001,0.640941434000000,79.799999999999997,7.100000000000000,12.699999999999999,0.400000000000000,3.900000000000000
398,1,398,1,398,35,40.784999790000001,-73.972834059999997,W 84 St & Columbus Ave,7382.039999999999964,3170,40.78500806N,073.97283550W,398,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,016900,36061016900,169,Census Tract 169,G5020,S,179999,0,+40.7851959,-073.9731195,36061016900.000000000000000,36061016900.000000000000000,New York,Manhattan,107401,90625,2.700000000000000,0.000000000000000,73.900000000000006,7.300000000000000,8.199999999999999,7.900000000000000,30.399999999999999,0.615081384000000,80.400000000000006,7.900000000000000,11.699999999999999,0.000000000000000,3.300000000000000
399,1,399,1,399,39,40.785246720000004,-73.976673210000001,Amsterdam Ave & W 82 St,7360.100000000000364,3171,40.78525499N,073.97667465W,399,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,016900,36061016900,169,Census Tract 169,G5020,S,179999,0,+40.7851959,-073.9731195,36061016900.000000000000000,36061016900.000000000000000,New York,Manhattan,107401,90625,2.700000000000000,0.000000000000000,73.900000000000006,7.300000000000000,8.199999999999999,7.900000000000000,30.399999999999999,0.615081384000000,80.400000000000006,7.900000000000000,11.699999999999999,0.000000000000000,3.300000000000000
400,1,400,1,400,27,40.778566900000001,-73.977549609999997,W 74 St & Columbus Ave,7230.100000000000364,3172,40.77857517N,073.97755105W,400,142,0.038175894232100,Lincoln Square East,142,Manhattan,140,142,14612,0.498494388174103,0.179441554886395,0.599028196003285,0.221530249110320,0.825349028196003,0.052354229400493,0.103271283876266,0.005201204489461,0.013824254037777,0.062961949082946,0.130166986038872,0.205516014234875,0.421913495756912,136,142,48498,0.495917357416801,0.230133201369129,0.552826920697761,0.217039877933111,0.689636686048909,0.194420388469628,0.089034599364922,0.007443605921894,0.019464720194647,0.089343890469710,0.142851251598004,0.218173945317333,0.319497711245825,36,061,015700,36061015700,157,Census Tract 157,G5020,S,182396,0,+40.7774175,-073.9787896,36061015700.000000000000000,36061015700.000000000000000,New York,Manhattan,122734,95542,3.700000000000000,2.000000000000000,63.899999999999999,14.800000000000001,2.800000000000000,12.800000000000001,28.300000000000001,0.668627245000000,84.099999999999994,4.100000000000000,11.900000000000000,0.000000000000000,3.700000000000000
401,1,401,1,401,39,40.777507027547976,-73.988885879516587,Riverside Blvd & W 67 St,7183.029999999999745,3173,40.77751530N,073.98888733W,401,143,0.054179853884900,Lincoln Square West,143,Manhattan,141,143,14627,0.481643535926711,0.174676967252342,0.600943460723320,0.224379572024339,0.756546113352020,0.093252204826690,0.128529431872564,0.005127503931086,0.016544746017639,0.072263622068777,0.135639570657004,0.212552129623299,0.404867710398578,137,143,8092,0.493821057834899,0.273356401384083,0.515323776569451,0.211319822046466,0.669920909540287,0.227385071675729,0.080696984676223,0.006178942165101,0.015818091942659,0.115175481957489,0.172516065249629,0.202174987642116,0.236777063766683,36,061,015500,36061015500,155,Census Tract 155,G5020,S,207235,214825,+40.7785469,-073.9901830,36061015500.000000000000000,36061015500.000000000000000,New York,Manhattan,106157,84369,5.100000000000000,1.900000000000000,64.000000000000000,12.300000000000001,4.500000000000000,12.100000000000000,29.699999999999999,0.538961679000000,80.000000000000000,7.900000000000000,12.100000000000000,0.000000000000000,7.500000000000000
402,1,402,1,402,31,40.777480460000000,-73.982885940000003,W 70 St & Amsterdam Ave,7207.079999999999927,3175,40.77748873N,073.98288739W,402,143,0.054179853884900,Lincoln Square West,143,Manhattan,141,143,14627,0.481643535926711,0.174676967252342,0.600943460723320,0.224379572024339,0.756546113352020,0.093252204826690,0.128529431872564,0.005127503931086,0.016544746017639,0.072263622068777,0.135639570657004,0.212552129623299,0.404867710398578,137,143,8092,0.493821057834899,0.273356401384083,0.515323776569451,0.211319822046466,0.669920909540287,0.227385071675729,0.080696984676223,0.006178942165101,0.015818091942659,0.115175481957489,0.172516065249629,0.202174987642116,0.236777063766683,36,061,015900,36061015900,159,Census Tract 159,G5020,S,175898,110770,+40.7803844,-073.9870937,36061015900.000000000000000,36061015900.000000000000000,New York,Manhattan,117900,105968,2.900000000000000,1.500000000000000,73.200000000000003,7.900000000000000,5.400000000000000,9.100000000000000,30.100000000000001,0.697807018000000,86.200000000000003,6.400000000000000,7.400000000000000,0.000000000000000,1.300000000000000
403,1,403,1,403,63,40.786794700000002,-73.977112000000005,W 84 St & Broadway,7409.079999999999927,3177,40.78680297N,073.97711344W,403,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,017100,36061017100,171,Census Tract 171,G5020,S,218143,194050,+40.7888138,-073.9827681,36061017100.000000000000000,36061017100.000000000000000,New York,Manhattan,115331,108407,4.500000000000000,2.100000000000000,77.700000000000003,6.200000000000000,2.600000000000000,7.000000000000000,30.600000000000001,0.640941434000000,79.799999999999997,7.100000000000000,12.699999999999999,0.400000000000000,3.900000000000000
404,1,404,1,404,39,40.784144720000000,-73.983624919999997,Riverside Dr & W 78 St,7340.060000000000400,3178,40.78415299N,073.98362637W,404,239,0.063626115295800,Upper West Side South,239,Manhattan,237,239,21317,0.500445653703617,0.176994886710137,0.580147300276774,0.242857813013088,0.848524651686447,0.054510484589764,0.077543744429329,0.005629309940423,0.013791809354037,0.063986489656143,0.139466153773983,0.207111694891401,0.412440774968335,233,239,18185,0.466758317294473,0.254110530657135,0.518944184767666,0.226945284575199,0.679901017321969,0.208688479516085,0.088094583447897,0.007148748968930,0.016167170745120,0.121528732471817,0.174044542205114,0.215837228485015,0.234478966180918,36,061,016300,36061016300,163,Census Tract 163,G5020,S,263128,352996,+40.7835282,-073.9860998,36061016300.000000000000000,36061016300.000000000000000,New York,Manhattan,109971,109915,3.800000000000000,0.000000000000000,71.000000000000000,11.400000000000000,4.900000000000000,8.900000000000000,29.100000000000001,0.537952401000000,85.000000000000000,5.800000000000000,9.300000000000001,0.000000000000000,4.300000000000000
405,1,405,1,405,23,40.698616999999999,-73.941342000000006,Park Ave & Marcus Garvey Blvd,4768.020000000000437,3179,40.69862526N,073.94134343W,405,37,0.142810040466000,Bushwick South,37,Brooklyn,36,37,31320,0.496264367816092,0.333844189016603,0.521679438058748,0.144476372924649,0.636270753512133,0.276724137931035,0.054597701149425,0.010951468710089,0.021455938697318,0.132088122605364,0.158109833971903,0.194189016602810,0.181768837803321,35,37,13384,0.494097429766886,0.178795576808129,0.573520621637776,0.247683801554094,0.527869097429767,0.296323968918111,0.149805738194860,0.011057979677227,0.014943215780036,0.145173341303048,0.183203825463240,0.249476987447699,0.243350268977884,36,047,028501,36047028501,285.01,Census Tract 285.01,G5020,S,83241,0,+40.6994266,-073.9420907,36047028501.000000000000000,36047028501.000000000000000,Kings,Brooklyn,84861,36546,0.000000000000000,0.000000000000000,81.799999999999997,4.200000000000000,14.100000000000000,0.000000000000000,41.600000000000001,0.672354949000000,96.400000000000006,0.000000000000000,3.600000000000000,0.000000000000000,10.900000000000000
