pickup_datetime,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado
2016-08-20 12:51:00,22.2,72.0,20.6,69.1,91.0,9.3,5.8,,,130,SE,1.2,0.8,1013.7,29.94,,,,,11.9,0.47,Light Rain,rain,0,1,0,0,0,0
2016-08-20 12:54:00,22.2,72.0,21.1,70.0,93.0,9.3,5.8,,,130,SE,1.6,1.0,1014.8,29.97,,,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-08-20 13:32:00,21.7,71.1,20.6,69.1,93.0,7.4,4.6,,,0,Variable,0.4,0.2,1015.1,29.98,,,,,4.8,0.19,Heavy Rain,rain,1,1,0,0,0,0
2016-08-20 13:49:00,21.1,70.0,20.0,68.0,93.0,0.0,0.0,,,0,North,4.0,2.5,1013.6,29.94,,,,,8.9,0.35,Light Rain,rain,0,1,0,0,0,0
2016-08-20 13:56:00,22.8,73.0,21.7,71.1,93.0,5.6,3.5,,,80,East,6.4,4.0,1014.4,29.96,,,,,0.0,0.0,Light Rain,rain,0,1,0,0,0,0
2016-08-20 14:51:00,23.9,75.0,21.7,71.1,87.0,9.3,5.8,25.9,16.1,0,Variable,11.3,7.0,1013.4,29.93,,,,,0.0,0.0,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-08-20 15:51:00,26.1,79.0,21.1,70.0,74.0,13.0,8.1,,,60,ENE,14.5,9.0,1013.1,29.92,,,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-08-20 16:51:00,26.7,80.1,20.6,69.1,69.0,14.8,9.2,,,110,ESE,14.5,9.0,1012.5,29.9,,,28.3,82.9,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-20 17:51:00,26.1,79.0,20.6,69.1,72.0,13.0,8.1,,,180,South,14.5,9.0,1012.4,29.9,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-20 18:51:00,25.6,78.1,20.0,68.0,71.0,9.3,5.8,,,0,Variable,14.5,9.0,1012.2,29.89,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-20 19:51:00,25.0,77.0,20.0,68.0,74.0,7.4,4.6,,,0,Variable,16.1,10.0,1012.6,29.91,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-20 20:51:00,25.0,77.0,20.0,68.0,74.0,0.0,0.0,,,0,North,16.1,10.0,1013.0,29.92,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-20 21:02:00,25.0,77.0,20.0,68.0,74.0,7.4,4.6,,,0,Variable,16.1,10.0,1014.1,29.95,,,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-08-20 21:51:00,25.0,77.0,20.6,69.1,76.0,5.6,3.5,,,150,SSE,16.1,10.0,1013.2,29.92,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-20 22:51:00,24.4,75.9,20.6,69.1,79.0,5.6,3.5,,,0,Variable,16.1,10.0,1013.2,29.92,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-20 23:51:00,25.0,77.0,20.6,69.1,76.0,9.3,5.8,,,0,Variable,16.1,10.0,1013.3,29.93,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 00:06:00,25.0,77.0,20.6,69.1,76.0,11.1,6.9,,,160,SSE,16.1,10.0,1014.1,29.95,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 00:51:00,24.4,75.9,20.6,69.1,79.0,0.0,0.0,,,0,North,16.1,10.0,1013.0,29.92,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-21 01:51:00,24.4,75.9,20.6,69.1,79.0,7.4,4.6,,,0,Variable,16.1,10.0,1012.6,29.91,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-21 02:51:00,24.4,75.9,21.1,70.0,82.0,0.0,0.0,,,0,North,16.1,10.0,1012.3,29.9,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 03:23:00,24.4,75.9,21.1,70.0,82.0,5.6,3.5,,,0,Variable,16.1,10.0,1013.1,29.92,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-21 03:51:00,24.4,75.9,21.1,70.0,82.0,5.6,3.5,,,0,Variable,14.5,9.0,1011.8,29.88,,,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-08-21 04:12:00,24.4,75.9,21.7,71.1,85.0,5.6,3.5,,,0,Variable,14.5,9.0,1012.8,29.91,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 04:51:00,25.0,77.0,21.7,71.1,82.0,9.3,5.8,,,0,Variable,14.5,9.0,1011.4,29.87,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 05:51:00,25.0,77.0,21.7,71.1,82.0,5.6,3.5,,,0,Variable,14.5,9.0,1011.3,29.87,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 06:19:00,24.4,75.9,21.7,71.1,85.0,,,,,0,North,14.5,9.0,1012.4,29.9,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-21 06:51:00,24.4,75.9,20.6,69.1,79.0,7.4,4.6,,,0,Variable,12.9,8.0,1011.6,29.88,,,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-08-21 07:15:00,25.0,77.0,21.1,70.0,79.0,0.0,0.0,,,0,North,12.9,8.0,1012.8,29.91,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 07:51:00,25.0,77.0,22.2,72.0,84.0,0.0,0.0,,,0,North,12.9,8.0,1011.8,29.88,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 08:23:00,24.4,75.9,22.2,72.0,87.0,,,,,0,North,2.8,1.8,1012.8,29.91,,,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-08-21 08:40:00,23.3,73.9,22.2,72.0,93.0,0.0,0.0,,,0,North,0.8,0.5,1012.8,29.91,,,,,4.6,0.18,Heavy Rain,rain,1,1,0,0,0,0
2016-08-21 08:51:00,23.9,75.0,22.8,73.0,94.0,0.0,0.0,,,0,North,3.2,2.0,1011.7,29.88,,,,,5.6,0.22,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 09:01:00,24.4,75.9,23.3,73.9,94.0,0.0,0.0,,,0,North,6.4,4.0,1012.8,29.91,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 09:28:00,24.4,75.9,23.3,73.9,94.0,5.6,3.5,,,0,Variable,9.7,6.0,1012.8,29.91,,,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-08-21 09:51:00,25.6,78.1,23.3,73.9,87.0,0.0,0.0,,,0,North,11.3,7.0,1011.5,29.87,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 10:09:00,25.0,77.0,23.3,73.9,90.0,0.0,0.0,,,0,North,11.3,7.0,1012.4,29.9,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 10:16:00,25.6,78.1,23.3,73.9,87.0,,,,,0,North,11.3,7.0,1012.4,29.9,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 10:24:00,26.1,79.0,22.8,73.0,82.0,13.0,8.1,,,160,SSE,12.9,8.0,1012.4,29.9,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 10:51:00,25.6,78.1,22.8,73.0,84.0,7.4,4.6,,,0,Variable,11.3,7.0,1011.4,29.87,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 11:04:00,26.1,79.0,22.2,72.0,79.0,5.6,3.5,,,0,Variable,12.9,8.0,1012.1,29.89,,,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-08-21 11:51:00,27.8,82.0,20.6,69.1,65.0,14.8,9.2,,,170,South,12.9,8.0,1011.0,29.86,,,29.7,85.5,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-21 12:51:00,28.9,84.0,20.0,68.0,58.0,9.3,5.8,,,0,Variable,12.9,8.0,1010.3,29.84,,,30.6,87.0,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-21 13:51:00,29.4,84.9,20.0,68.0,57.0,5.6,3.5,29.6,18.4,0,Variable,14.5,9.0,1009.8,29.82,,,31.2,88.2,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-21 14:51:00,27.8,82.0,18.9,66.0,58.0,11.1,6.9,,,0,Variable,12.9,8.0,1009.1,29.8,,,29.0,84.1,,,Clear,clear,0,0,0,0,0,0
2016-08-21 15:51:00,26.7,80.1,20.6,69.1,69.0,7.4,4.6,29.6,18.4,0,Variable,12.9,8.0,1008.5,29.78,,,28.3,82.9,,,Clear,clear,0,0,0,0,0,0
2016-08-21 16:51:00,26.7,80.1,21.7,71.1,74.0,,,,,0,North,12.9,8.0,1008.1,29.77,,,28.6,83.6,,,Clear,clear,0,0,0,0,0,0
2016-08-21 17:51:00,25.6,78.1,22.2,72.0,81.0,7.4,4.6,,,170,South,11.3,7.0,1008.3,29.78,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 18:18:00,25.0,77.0,22.8,73.0,88.0,5.6,3.5,,,0,Variable,4.0,2.5,1009.0,29.8,,,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-08-21 18:46:00,24.0,75.2,23.0,73.4,94.0,0.0,0.0,,,0,North,6.4,4.0,1009.0,29.8,,,,,1.3,0.05,Light Rain,rain,0,1,0,0,0,0
2016-08-21 18:51:00,23.9,75.0,22.2,72.0,90.0,7.4,4.6,,,160,SSE,6.4,4.0,1008.2,29.78,,,,,1.3,0.05,Light Rain,rain,0,1,0,0,0,0
2016-08-21 19:10:00,23.3,73.9,22.2,72.0,93.0,5.6,3.5,,,170,South,4.0,2.5,1009.4,29.81,,,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-08-21 19:17:00,23.3,73.9,22.2,72.0,93.0,9.3,5.8,,,0,Variable,6.4,4.0,1009.0,29.8,,,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-08-21 19:35:00,23.9,75.0,22.8,73.0,94.0,5.6,3.5,,,0,Variable,4.8,3.0,1009.0,29.8,,,,,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
2016-08-21 19:47:00,24.0,75.2,23.0,73.4,94.0,,,,,0,North,6.4,4.0,1008.7,29.79,,,,,0.8,0.03,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 19:51:00,24.4,75.9,23.3,73.9,94.0,9.3,5.8,,,0,Variable,4.8,3.0,1007.9,29.77,,,,,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
2016-08-21 20:29:00,24.4,75.9,23.3,73.9,94.0,9.3,5.8,,,0,Variable,6.4,4.0,1009.0,29.8,,,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 20:51:00,24.4,75.9,23.3,73.9,94.0,5.6,3.5,,,0,Variable,9.7,6.0,1008.5,29.78,,,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 21:51:00,23.9,75.0,22.8,73.0,94.0,9.3,5.8,,,220,SW,12.9,8.0,1008.5,29.78,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 22:51:00,23.9,75.0,22.8,73.0,94.0,9.3,5.8,,,0,Variable,12.9,8.0,1008.6,29.79,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 23:12:00,24.4,75.9,22.8,73.0,91.0,7.4,4.6,,,260,West,14.5,9.0,1009.7,29.82,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-08-21 23:41:00,23.9,75.0,22.2,72.0,90.0,9.3,5.8,,,280,West,14.5,9.0,1010.0,29.83,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-21 23:51:00,23.9,75.0,21.7,71.1,87.0,9.3,5.8,,,290,WNW,14.5,9.0,1009.3,29.81,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-22 00:51:00,23.3,73.9,19.4,66.9,79.0,7.4,4.6,,,0,Variable,16.1,10.0,1009.2,29.81,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 01:51:00,22.8,73.0,18.3,64.9,76.0,13.0,8.1,31.5,19.6,310,NW,16.1,10.0,1009.4,29.81,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 02:51:00,22.2,72.0,17.2,63.0,73.0,11.1,6.9,25.9,16.1,0,Variable,16.1,10.0,1010.0,29.83,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-08-22 03:51:00,21.7,71.1,16.7,62.1,73.0,7.4,4.6,,,0,Variable,16.1,10.0,1010.6,29.85,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-22 04:51:00,21.1,70.0,16.7,62.1,76.0,7.4,4.6,,,0,Variable,16.1,10.0,1010.9,29.86,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 05:51:00,20.6,69.1,16.1,61.0,75.0,7.4,4.6,,,0,Variable,16.1,10.0,1011.5,29.87,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 06:51:00,20.6,69.1,16.1,61.0,75.0,9.3,5.8,,,300,WNW,14.5,9.0,1012.8,29.91,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 07:51:00,20.6,69.1,15.0,59.0,70.0,5.6,3.5,,,0,Variable,16.1,10.0,1013.7,29.94,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 08:51:00,21.7,71.1,13.9,57.0,61.0,9.3,5.8,,,0,Variable,16.1,10.0,1014.3,29.96,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 09:51:00,22.2,72.0,12.8,55.0,55.0,11.1,6.9,,,0,Variable,16.1,10.0,1015.0,29.98,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-22 10:51:00,23.3,73.9,13.3,55.9,53.0,14.8,9.2,,,310,NW,16.1,10.0,1015.5,29.99,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 11:51:00,24.4,75.9,12.2,54.0,46.0,14.8,9.2,38.9,24.2,310,NW,16.1,10.0,1015.7,30.0,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 12:51:00,25.0,77.0,12.8,55.0,47.0,9.3,5.8,27.8,17.3,0,Variable,16.1,10.0,1016.2,30.01,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 13:51:00,25.0,77.0,11.7,53.1,43.0,11.1,6.9,29.6,18.4,0,Variable,16.1,10.0,1016.3,30.01,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 14:51:00,25.0,77.0,11.7,53.1,43.0,14.8,9.2,31.5,19.6,290,WNW,16.1,10.0,1016.5,30.02,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-22 15:51:00,24.4,75.9,11.1,52.0,43.0,7.4,4.6,33.3,20.7,0,Variable,16.1,10.0,1016.6,30.02,,,,,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0
2016-08-22 16:51:00,24.4,75.9,10.6,51.1,42.0,9.3,5.8,,,340,NNW,16.1,10.0,1017.3,30.04,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 17:51:00,24.4,75.9,9.4,48.9,38.0,,,,,0,North,16.1,10.0,1017.9,30.06,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 18:51:00,23.3,73.9,8.9,48.0,40.0,7.4,4.6,,,0,Variable,16.1,10.0,1018.8,30.09,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 19:51:00,22.8,73.0,8.3,46.9,39.0,14.8,9.2,31.5,19.6,310,NW,16.1,10.0,1019.9,30.12,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 20:51:00,21.7,71.1,8.3,46.9,42.0,5.6,3.5,,,0,Variable,16.1,10.0,1020.8,30.15,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 21:51:00,21.1,70.0,8.3,46.9,44.0,7.4,4.6,,,350,North,16.1,10.0,1021.9,30.18,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 22:51:00,20.6,69.1,7.8,46.0,44.0,7.4,4.6,,,0,Variable,16.1,10.0,1022.7,30.2,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-22 23:51:00,20.0,68.0,7.8,46.0,45.0,5.6,3.5,,,340,NNW,16.1,10.0,1023.2,30.22,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 00:51:00,18.3,64.9,9.4,48.9,56.0,0.0,0.0,,,0,North,16.1,10.0,1023.6,30.23,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 01:51:00,18.3,64.9,8.9,48.0,54.0,5.6,3.5,,,0,Variable,16.1,10.0,1023.8,30.24,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 02:51:00,17.8,64.0,8.9,48.0,56.0,5.6,3.5,,,300,WNW,16.1,10.0,1024.0,30.24,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 03:51:00,17.8,64.0,10.0,50.0,60.0,0.0,0.0,,,0,North,16.1,10.0,1024.4,30.25,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 04:51:00,16.7,62.1,11.1,52.0,70.0,5.6,3.5,,,300,WNW,16.1,10.0,1024.9,30.27,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 05:51:00,17.2,63.0,11.1,52.0,67.0,0.0,0.0,,,0,North,16.1,10.0,1025.5,30.29,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 06:51:00,17.8,64.0,9.4,48.9,58.0,9.3,5.8,,,290,WNW,16.1,10.0,1026.0,30.3,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 07:51:00,18.3,64.9,9.4,48.9,56.0,5.6,3.5,,,0,Variable,16.1,10.0,1026.4,30.31,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 08:51:00,19.4,66.9,10.0,50.0,54.0,5.6,3.5,,,0,Variable,14.5,9.0,1026.7,30.32,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 09:51:00,21.1,70.0,10.0,50.0,49.0,,,,,0,North,16.1,10.0,1026.9,30.33,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 10:51:00,23.3,73.9,9.4,48.9,41.0,7.4,4.6,,,0,Variable,16.1,10.0,1026.9,30.33,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 11:51:00,25.0,77.0,9.4,48.9,37.0,0.0,0.0,,,0,North,16.1,10.0,1026.4,30.31,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 12:51:00,26.1,79.0,12.2,54.0,42.0,0.0,0.0,,,0,North,16.1,10.0,1026.1,30.3,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 13:51:00,26.7,80.1,11.1,52.0,38.0,0.0,0.0,,,0,North,16.1,10.0,1025.6,30.29,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 14:51:00,26.7,80.1,10.6,51.1,36.0,5.6,3.5,,,270,West,16.1,10.0,1025.0,30.27,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 15:51:00,26.7,80.1,11.1,52.0,38.0,0.0,0.0,,,0,North,14.5,9.0,1024.5,30.26,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 16:51:00,26.7,80.1,12.8,55.0,42.0,5.6,3.5,,,0,Variable,14.5,9.0,1024.4,30.25,,,26.7,80.1,,,Clear,clear,0,0,0,0,0,0
2016-08-23 17:51:00,26.1,79.0,12.8,55.0,44.0,0.0,0.0,,,0,North,16.1,10.0,1024.2,30.25,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 18:51:00,25.0,77.0,13.3,55.9,48.0,0.0,0.0,,,0,North,16.1,10.0,1023.9,30.24,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 19:51:00,24.4,75.9,12.8,55.0,48.0,0.0,0.0,,,0,North,16.1,10.0,1024.1,30.25,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 20:51:00,23.9,75.0,13.3,55.9,51.0,0.0,0.0,,,0,North,16.1,10.0,1024.4,30.25,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 21:52:00,23.9,75.0,12.8,55.0,50.0,5.6,3.5,,,0,Variable,,,1024.7,30.26,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-23 22:51:00,23.9,75.0,13.3,55.9,51.0,5.6,3.5,,,250,WSW,16.1,10.0,1024.7,30.26,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-23 23:51:00,22.2,72.0,14.4,57.9,61.0,0.0,0.0,,,0,North,16.1,10.0,1025.0,30.27,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 00:51:00,21.7,71.1,14.4,57.9,63.0,5.6,3.5,,,0,Variable,16.1,10.0,1025.4,30.28,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 02:51:00,21.1,70.0,13.9,57.0,63.0,5.6,3.5,,,270,West,16.1,10.0,1024.7,30.26,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 03:51:00,20.6,69.1,13.9,57.0,65.0,0.0,0.0,,,0,North,16.1,10.0,1024.6,30.26,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 04:51:00,20.0,68.0,14.4,57.9,70.0,0.0,0.0,,,0,North,16.1,10.0,1024.6,30.26,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 05:51:00,20.0,68.0,14.4,57.9,70.0,5.6,3.5,,,290,WNW,,,1024.8,30.27,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 06:51:00,20.0,68.0,14.4,57.9,70.0,7.4,4.6,,,290,WNW,14.5,9.0,1025.4,30.28,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 07:51:00,21.1,70.0,15.0,59.0,68.0,7.4,4.6,,,280,West,12.9,8.0,1025.8,30.3,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 08:51:00,22.8,73.0,15.0,59.0,61.0,5.6,3.5,,,0,Variable,12.9,8.0,1025.5,30.29,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 09:51:00,23.9,75.0,15.6,60.1,60.0,5.6,3.5,,,0,Variable,14.5,9.0,1025.3,30.28,,,,,,,Clear,clear,0,0,0,0,0,0
2016-08-24 10:51:00,26.7,80.1,15.6,60.1,50.0,0.0,0.0,,,0,North,14.5,9.0,1024.8,30.27,,,27.1,80.9,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 11:51:00,28.3,82.9,15.0,59.0,44.0,9.3,5.8,,,280,West,14.5,9.0,1024.4,30.25,,,28.2,82.8,,,Clear,clear,0,0,0,0,0,0
2016-08-24 12:51:00,29.4,84.9,14.4,57.9,40.0,5.6,3.5,,,0,Variable,14.5,9.0,1023.6,30.23,,,29.0,84.2,,,Clear,clear,0,0,0,0,0,0
2016-08-24 13:51:00,30.0,86.0,15.0,59.0,40.0,0.0,0.0,,,0,North,14.5,9.0,1023.0,30.21,,,29.7,85.4,,,Clear,clear,0,0,0,0,0,0
2016-08-24 14:51:00,31.0,87.8,13.0,55.4,33.0,,,,,0,North,,,,,,,30.0,86.1,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 15:51:00,30.0,86.0,15.0,59.0,40.0,,,,,0,North,,,,,,,29.7,85.4,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 16:51:00,29.0,84.2,17.0,62.6,48.0,,,,,0,North,,,,,,,29.4,85.0,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 17:51:00,29.0,84.2,16.0,60.8,45.0,,,,,0,North,,,,,,,29.1,84.4,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 18:51:00,28.0,82.4,17.0,62.6,51.0,,,,,0,North,,,,,,,28.5,83.4,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 19:51:00,27.0,80.6,17.0,62.6,54.0,,,,,0,North,,,,,,,27.7,81.8,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 20:51:00,26.0,78.8,18.0,64.4,61.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 21:51:00,25.0,77.0,17.0,62.6,61.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 22:51:00,25.0,77.0,17.0,62.6,61.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-24 23:51:00,24.0,75.2,16.0,60.8,61.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 00:51:00,24.0,75.2,16.0,60.8,61.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 01:51:00,23.0,73.4,16.0,60.8,65.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 02:51:00,22.0,71.6,16.0,60.8,69.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 03:51:00,22.0,71.6,17.0,62.6,73.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 04:51:00,22.0,71.6,17.0,62.6,73.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 05:51:00,21.0,69.8,17.0,62.6,78.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 06:51:00,22.0,71.6,17.0,62.6,73.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 07:51:00,22.0,71.6,18.0,64.4,78.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 08:51:00,24.0,75.2,18.0,64.4,69.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 09:51:00,26.0,78.8,18.0,64.4,61.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 10:51:00,26.0,78.8,18.0,64.4,61.0,,,,,0,North,,,,,,,,,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 11:51:00,28.0,82.4,17.0,62.6,51.0,,,,,0,North,,,,,,,28.5,83.4,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 12:51:00,29.0,84.2,18.0,64.4,51.0,,,,,0,North,,,,,,,29.8,85.6,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 13:51:00,30.0,86.0,18.0,64.4,48.0,,,,,0,North,,,,,,,30.7,87.3,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 14:51:00,30.0,86.0,18.0,64.4,48.0,,,,,0,North,,,,,,,30.7,87.3,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 15:51:00,29.0,84.2,19.0,66.2,55.0,,,,,0,North,,,,,,,30.3,86.6,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 16:51:00,28.0,82.4,20.0,68.0,62.0,,,,,0,North,,,,,,,29.7,85.4,,,Unknown,unknown,0,0,0,0,0,0
2016-08-25 17:51:00,27.0,80.6,21.0,69.8,70.0,,,,,0,North,,,,,,,28.9,83.9,,,Unknown,unknown,0,0,0,0,0,0
